"state","year","y_mean_temp","spring1"
"Berlin",1805,6.78333333333333,4.475
"Berlin",1806,9.10833333333333,6.175
"Berlin",1807,8.98333333333333,5.65
"Berlin",1808,7.69166666666667,4.475
"Berlin",1809,8.20833333333333,5.975
"Berlin",1810,8.06666666666667,5.075
"Berlin",1811,9.66666666666667,7.825
"Berlin",1812,6.83333333333333,4.55
"Berlin",1813,8.36666666666667,7.35
"Berlin",1814,7.15,3.475
"Berlin",1815,7.98333333333333,7.275
"Berlin",1816,7.2,4.8
"Berlin",1817,8.85,5.95
"Berlin",1818,9.14166666666667,6.95
"Berlin",1819,9.70833333333333,7.975
"Berlin",1820,7.99166666666667,7.25
"Berlin",1821,9.74166666666667,7.325
"Berlin",1822,10.8416666666667,9.9
"Berlin",1823,9.03333333333333,7.125
"Berlin",1824,10.3833333333333,7.175
"Berlin",1825,9.71666666666667,6.575
"Berlin",1826,9.85,7.325
"Berlin",1827,9.325,6.7
"Berlin",1828,9,6.725
"Berlin",1829,6.75,4.975
"Berlin",1830,8.38333333333333,6.4
"Berlin",1831,8.975,7.05
"Berlin",1832,8.63333333333333,6.525
"Berlin",1833,9.13333333333333,7.35
"Berlin",1834,10.725,7.475
"Berlin",1835,8.90833333333333,6.775
"Berlin",1836,8.93333333333333,6.975
"Berlin",1837,8.56666666666667,4.9
"Berlin",1838,7.48333333333333,4.8
"Berlin",1839,9.125,5.6
"Berlin",1840,8.04166666666667,6.575
"Berlin",1841,9.19166666666667,6.6
"Berlin",1842,8.725,6.675
"Berlin",1843,9.38333333333333,6.275
"Berlin",1844,7.98333333333333,6.075
"Berlin",1845,7.975,2.7
"Berlin",1846,9.78333333333333,7.95
"Berlin",1847,8.55,6.05
"Berlin",1848,8.7,8.05
"Berlin",1849,8.35,7.35
"Berlin",1850,8.54166666666667,6.975
"Berlin",1851,8.825,6.325
"Berlin",1852,9.85,5.8
"Berlin",1853,7.91666666666667,3.575
"Berlin",1854,9.09166666666667,6.775
"Berlin",1855,7.34166666666667,3.1
"Berlin",1856,8.8,6.375
"Berlin",1857,9.86666666666667,6.5
"Berlin",1858,8.38333333333333,4.375
"Berlin",1859,9.99166666666667,7.95
"Berlin",1860,8.45833333333333,6.025
"Berlin",1861,9.30833333333333,6.975
"Berlin",1862,9.38333333333333,8
"Berlin",1863,10.2333333333333,7.925
"Berlin",1864,7.33333333333333,5.275
"Berlin",1865,9.35833333333333,5.875
"Berlin",1866,9.8,6.925
"Berlin",1867,8.775,6.425
"Berlin",1868,10.7833333333333,8.875
"Berlin",1869,9.54166666666667,8.55
"Berlin",1870,8.21666666666667,5.05
"Berlin",1871,7.63333333333333,5.725
"Berlin",1872,10.575,8.425
"Berlin",1873,9.98333333333333,5.95
"Berlin",1874,9.95833333333333,7.1
"Berlin",1875,8.78333333333333,5.075
"Berlin",1876,9.29625,6.85625
"Berlin",1877,9.69,6.175
"Berlin",1878,10.2,8.30625
"Berlin",1879,8.1575,5.705
"Berlin",1880,9.78791666666667,7.265
"Berlin",1881,8.39666666666667,5.7075
"Berlin",1882,9.68625,8.0025
"Berlin",1883,8.60333333333333,4.9475
"Berlin",1884,9.2325,7.0175
"Berlin",1885,8.38833333333333,6.80375
"Berlin",1886,8.44833333333333,4.895
"Berlin",1887,8.52458333333333,5.87
"Berlin",1888,8.18,4.79
"Berlin",1889,9.0925,7.02875
"Berlin",1890,9.09375,7.59125
"Berlin",1891,9.05208333333333,6.66
"Berlin",1892,8.7625,6.26125
"Berlin",1893,8.95291666666667,7.5775
"Berlin",1894,9.39916666666667,8.2575
"Berlin",1895,8.85708333333333,5.8825
"Berlin",1896,9.09958333333333,6.88625
"Berlin",1897,9.07208333333333,6.89125
"Berlin",1898,9.85916666666667,7.2525
"Berlin",1899,9.48208333333333,7.2675
"Berlin",1900,9.66166666666667,5.92
"Berlin",1901,9.28583333333333,6.28
"Berlin",1902,8.08666666666667,5.3875
"Berlin",1903,9.74416666666667,8.22
"Berlin",1904,9.70166666666667,7.315
"Berlin",1905,9.36541666666667,7.28
"Berlin",1906,9.90666666666667,7.97125
"Berlin",1907,9.01166666666667,6.43375
"Berlin",1908,8.29333333333333,6.5675
"Berlin",1909,7.81458333333333,4.46875
"Berlin",1910,8.95041666666667,7.02875
"Berlin",1911,9.71208333333333,7.29875
"Berlin",1912,8.23375,6.75375
"Berlin",1913,9.30458333333333,7.73125
"Berlin",1914,9.33708333333333,7.73125
"Berlin",1915,8.36875,5.95875
"Berlin",1916,9.1625,7.12125
"Berlin",1917,8.38083333333333,4.29875
"Berlin",1918,9.17208333333333,8.19
"Berlin",1919,7.73666666666667,5.415
"Berlin",1920,9.08083333333333,8.93
"Berlin",1921,9.60708333333333,8.14875
"Berlin",1922,7.4525,5.5775
"Berlin",1923,8.2825,6.215
"Berlin",1924,8.01333333333333,5.035
"Berlin",1925,9.1675,7.97375
"Berlin",1926,9.34125,7.695
"Berlin",1927,8.38791666666667,6.38
"Berlin",1928,8.59541666666667,6.1375
"Berlin",1929,7.76083333333333,2.8625
"Berlin",1930,8.55416666666667,6.77
"Berlin",1931,8.10285353535354,4.47055555555556
"Berlin",1932,9.0225,5.64166666666667
"Berlin",1933,8.16527777777778,6.4625
"Berlin",1934,10.675,8.55333333333333
"Berlin",1935,9.16611111111111,6.33166666666667
"Berlin",1936,9.28833333333333,6.7575
"Berlin",1937,9.1825,7.71416666666667
"Berlin",1938,9.76166666666667,7.106875
"Berlin",1939,9.305,6.673125
"Berlin",1940,7.09041666666667,4.218125
"Berlin",1941,7.76833333333333,5.05625
"Berlin",1942,7.931875,4.246875
"Berlin",1943,9.75041666666667,8.695625
"Berlin",1944,9.46208333333333,6.250625
"Berlin",1945,3.81645833333333,6.01125
"Berlin",1946,9.98722222222222,10.7591666666667
"Berlin",1947,9.5315,5.01125
"Berlin",1948,8.95892857142857,8.162
"Berlin",1949,10.0292857142857,7.6025
"Berlin",1950,9.42944444444444,7.955
"Berlin",1951,10.1088257575758,6.873125
"Berlin",1952,8.47873015873016,6.46845238095238
"Berlin",1953,9.944375,7.825625
"Berlin",1954,8.71732638888889,5.665625
"Berlin",1955,8.33892857142857,4.2575
"Berlin",1956,7.78708333333333,3.474375
"Berlin",1957,9.45035714285714,7.48535714285714
"Berlin",1958,8.90114583333333,5.665
"Berlin",1959,9.76064814814815,7.96166666666667
"Berlin",1960,9.07462962962963,6.33166666666667
"Berlin",1961,9.68518518518519,8.64222222222222
"Berlin",1962,8.07990740740741,5.8675
"Berlin",1963,8.21177083333333,5.2571875
"Berlin",1964,8.82685185185185,6.10555555555556
"Berlin",1965,8.19291666666667,5.3096875
"Berlin",1966,9.106875,7.1703125
"Berlin",1967,9.90541666666667,7.84125
"Berlin",1968,9.0946875,7.03
"Berlin",1969,8.15697916666667,4.718125
"Berlin",1970,8.28604166666667,4.6234375
"Berlin",1971,9.51635416666667,7.0784375
"Berlin",1972,8.68354166666667,7.184375
"Berlin",1973,9.06802083333333,6.9215625
"Berlin",1974,9.71135416666667,7.723125
"Berlin",1975,10.1134259259259,6.70944444444444
"Berlin",1976,9.1537962962963,5.90611111111111
"Berlin",1977,9.60583333333333,7.33944444444444
"Berlin",1978,8.44519444444444,6.5935
"Berlin",1979,8.54694444444444,5.75388888888889
"Berlin",1980,8.17287037037037,5.65138888888889
"Berlin",1981,9.109375,7.9165625
"Berlin",1982,9.97185185185185,6.826875
"Berlin",1983,10.155,7.0115625
"Berlin",1984,8.88052083333333,6.35125
"Berlin",1985,8.4465625,6.3840625
"Berlin",1986,8.48777777777778,5.06
"Berlin",1987,6.22212962962963,5.15875
"Berlin",1988,9.92770833333333,7.8121875
"Berlin",1989,10.5883333333333,8.9809375
"Berlin",1990,10.549375,9.7865625
"Berlin",1991,9.48423295454545,5.94857142857143
"Berlin",1992,9.89135416666667,8.6846875
"Berlin",1993,9.44481481481482,8.90833333333333
"Berlin",1994,10.1127777777778,7.211875
"Berlin",1995,9.76791666666667,8.13625
"Berlin",1996,8.61833814333814,3.7459375
"Berlin",1997,9.65940476190476,7.69178571428571
"Berlin",1998,9.84010416666667,9.3
"Berlin",1999,10.7231875,8.03302083333333
"Berlin",2000,10.8726041666667,9.665
"Berlin",2001,9.62145833333333,7.228125
"Berlin",2002,10.2364678030303,9.0190625
"Berlin",2003,10.0015625,7.119375
"Berlin",2004,9.78416666666667,7.9825
"Berlin",2005,9.85809523809524,6.99071428571429
"Berlin",2006,10.4652380952381,6.36857142857143
"Berlin",2007,10.6472380952381,9.80083333333333
"Berlin",2008,10.7571103896104,8.67785714285714
"Berlin",2009,9.8834632034632,8.23607142857143
"Berlin",2010,8.58226190476191,6.52857142857143
"Berlin",2011,10.3892346938776,8.24571428571429
"Berlin",2012,9.735,7.70125
"Berlin",2013,9.58097222222222,5.73875
"Berlin",2014,11.0954166666667,9.5575
"Berlin",2015,10.7865277777778,7.58875
"Berlin",2016,10.3627777777778,8.43791666666667
"Berlin",2017,10.2340277777778,8.23875
"Berlin",2018,11.2767045454545,7.96833333333333
"Berlin",2019,11.5045,9.0145
"Brandenburg",1851,8.54166666666667,6.05
"Brandenburg",1852,9.46666666666667,5.35
"Brandenburg",1853,7.6,3.2
"Brandenburg",1854,8.90833333333333,6.55
"Brandenburg",1855,7.15833333333333,2.8
"Brandenburg",1856,8.68333333333333,6.175
"Brandenburg",1857,9.43333333333333,6.375
"Brandenburg",1858,7.61666666666667,3.55
"Brandenburg",1859,9.325,7.475
"Brandenburg",1860,7.85,5.575
"Brandenburg",1861,8.48333333333333,6.275
"Brandenburg",1862,8.39166666666667,6.775
"Brandenburg",1863,9.80833333333333,7.475
"Brandenburg",1864,6.86666666666667,5
"Brandenburg",1865,8.75833333333333,5.3
"Brandenburg",1866,9.44166666666667,6.725
"Brandenburg",1867,8.3,6.125
"Brandenburg",1868,10.1666666666667,8.4
"Brandenburg",1869,8.85833333333333,7.8
"Brandenburg",1870,7.35833333333333,3.9
"Brandenburg",1871,6.975,4.9
"Brandenburg",1872,10.1083333333333,8.05
"Brandenburg",1873,9.25,5.325
"Brandenburg",1874,9.21666666666667,6.225
"Brandenburg",1875,7.95,4.15
"Brandenburg",1876,8.26666666666667,5.8375
"Brandenburg",1877,8.62916666666667,5.0375
"Brandenburg",1878,9.125,7.2375
"Brandenburg",1879,6.85833333333333,4.575
"Brandenburg",1880,8.62916666666667,5.925
"Brandenburg",1881,7.32916666666667,4.6625
"Brandenburg",1882,8.85416666666667,7.225
"Brandenburg",1883,8.29583333333333,4.4875
"Brandenburg",1884,8.97083333333333,6.7125
"Brandenburg",1885,8.32083333333333,6.65
"Brandenburg",1886,8.35,4.6625
"Brandenburg",1887,8.35486111111111,6.15625
"Brandenburg",1888,6.204,3.9
"Brandenburg",1889,8.13466666666667,6.046
"Brandenburg",1890,8.1960303030303,6.65566666666667
"Brandenburg",1891,8.187,5.8505
"Brandenburg",1892,7.917,5.404
"Brandenburg",1893,8.30800505050505,7.04416666666667
"Brandenburg",1894,8.62420454545455,7.52375
"Brandenburg",1895,7.86594696969697,4.91
"Brandenburg",1896,8.15790404040404,6.18583333333333
"Brandenburg",1897,8.19736111111111,6.12833333333333
"Brandenburg",1898,9.00430555555556,6.5275
"Brandenburg",1899,8.51722222222222,6.36166666666667
"Brandenburg",1900,8.73569444444444,5.03833333333333
"Brandenburg",1901,8.20375,5.19291666666667
"Brandenburg",1902,7.12194444444444,4.50958333333333
"Brandenburg",1903,8.83555555555555,7.36625
"Brandenburg",1904,8.71416666666667,6.41708333333333
"Brandenburg",1905,8.48888888888889,6.43791666666667
"Brandenburg",1906,9.33892857142857,7.81035714285714
"Brandenburg",1907,8.11214285714286,5.55035714285714
"Brandenburg",1908,7.37684523809524,5.65285714285714
"Brandenburg",1909,7.67845238095238,4.15607142857143
"Brandenburg",1910,8.88952380952381,7.08928571428571
"Brandenburg",1911,9.45511904761905,6.94107142857143
"Brandenburg",1912,7.95666666666667,6.41535714285714
"Brandenburg",1913,9.05869047619048,7.425
"Brandenburg",1914,9.13238095238095,7.59071428571429
"Brandenburg",1915,8.02654761904762,5.5575
"Brandenburg",1916,8.87607142857143,6.76642857142857
"Brandenburg",1917,8.19325396825397,3.71892857142857
"Brandenburg",1918,9.08190476190476,7.86464285714286
"Brandenburg",1919,7.51964285714286,5.18392857142857
"Brandenburg",1920,8.78765151515151,8.76375
"Brandenburg",1921,9.1499025974026,7.81321428571429
"Brandenburg",1922,7.22464285714286,5.315
"Brandenburg",1923,7.97976190476191,5.73142857142857
"Brandenburg",1924,8.99321428571429,4.82
"Brandenburg",1925,7.74354166666667,7.57321428571429
"Brandenburg",1926,9.21311553030303,7.63020833333333
"Brandenburg",1927,8.438625,6.2096875
"Brandenburg",1928,8.49125,5.87125
"Brandenburg",1929,7.36300505050505,2.2175
"Brandenburg",1930,9.1477803030303,6.46225
"Brandenburg",1931,7.97158333333333,5.216
"Brandenburg",1932,8.9559435261708,5.28613636363636
"Brandenburg",1933,7.86208333333333,6.14225
"Brandenburg",1934,10.3820454545455,8.31613636363636
"Brandenburg",1935,8.87305555555556,5.916875
"Brandenburg",1936,7.54372222222222,6.21520833333333
"Brandenburg",1937,8.86214285714286,7.32464285714286
"Brandenburg",1938,9.28477777777778,6.56566666666667
"Brandenburg",1939,8.49520833333333,6.19833333333333
"Brandenburg",1940,6.555,3.67211538461538
"Brandenburg",1941,7.23429487179487,4.48557692307692
"Brandenburg",1942,7.49096153846154,3.67057692307692
"Brandenburg",1943,8.58907925407925,7.72846153846154
"Brandenburg",1944,8.97763888888889,5.55208333333333
"Brandenburg",1945,3.19511904761905,5.16125
"Brandenburg",1946,9.27992424242424,7.6225
"Brandenburg",1947,8.34340277777778,4.48041666666667
"Brandenburg",1948,9.64544444444445,7.53375
"Brandenburg",1949,9.59427777777778,7.1485
"Brandenburg",1950,8.96477777777778,7.42166666666667
"Brandenburg",1951,9.20821428571429,5.90857142857143
"Brandenburg",1952,8.24453703703704,6.53283333333333
"Brandenburg",1953,9.77446078431373,7.248
"Brandenburg",1954,7.90872549019608,4.34794117647059
"Brandenburg",1955,7.73444444444444,3.55333333333333
"Brandenburg",1956,7.06865384615385,2.68442307692308
"Brandenburg",1957,8.89702380952381,6.80767857142857
"Brandenburg",1958,8.47928571428571,5.23446428571429
"Brandenburg",1959,9.19684523809524,7.31803571428571
"Brandenburg",1960,8.66961111111111,5.8105
"Brandenburg",1961,9.20583333333333,8.16671875
"Brandenburg",1962,7.584375,5.3
"Brandenburg",1963,7.61213541666667,4.49953125
"Brandenburg",1964,8.35927083333333,5.519375
"Brandenburg",1965,7.79588541666667,4.78390625
"Brandenburg",1966,8.77234375,6.78078125
"Brandenburg",1967,9.50985294117647,7.40426470588235
"Brandenburg",1968,8.65990196078431,6.53985294117647
"Brandenburg",1969,7.71156862745098,4.29176470588235
"Brandenburg",1970,7.81052083333333,4.1025
"Brandenburg",1971,8.94307291666667,6.485625
"Brandenburg",1972,8.20020833333333,6.6075
"Brandenburg",1973,8.56921296296296,6.31847222222222
"Brandenburg",1974,9.20828703703704,7.02777777777778
"Brandenburg",1975,9.42960784313725,6.00705882352941
"Brandenburg",1976,8.45632352941177,5.00485294117647
"Brandenburg",1977,8.92068627450981,6.60764705882353
"Brandenburg",1978,8.29019607843137,5.75455882352941
"Brandenburg",1979,7.8653431372549,5.01
"Brandenburg",1980,7.58088235294118,4.94367647058824
"Brandenburg",1981,8.65150793650794,7.43285714285714
"Brandenburg",1982,9.24544871794872,5.97730769230769
"Brandenburg",1983,9.49807692307692,6.31346153846154
"Brandenburg",1984,8.20596153846154,5.52057692307692
"Brandenburg",1985,7.69089743589744,5.42096153846154
"Brandenburg",1986,8.40105555555555,4.10615384615385
"Brandenburg",1987,7.31527777777778,4.315
"Brandenburg",1988,9.32012626262626,7.00533333333333
"Brandenburg",1989,9.94844444444444,8.208
"Brandenburg",1990,9.89138888888889,9.00333333333333
"Brandenburg",1991,8.30524410774411,5.36125
"Brandenburg",1992,9.92930555555555,8.29923076923077
"Brandenburg",1993,8.53174206349206,7.83632352941176
"Brandenburg",1994,9.940125,6.99122549019608
"Brandenburg",1995,9.01011363636364,7.28381578947368
"Brandenburg",1996,7.33945652173913,4.42892857142857
"Brandenburg",1997,8.64967391304348,6.95791666666667
"Brandenburg",1998,9.40564583333333,8.45022727272727
"Brandenburg",1999,9.28988194444444,7.12347826086957
"Brandenburg",2000,9.60439801864802,8.82978260869565
"Brandenburg",2001,9.05159753787879,6.79413194444444
"Brandenburg",2002,9.58242768595041,8.34238636363636
"Brandenburg",2003,9.40262052341598,6.50132575757576
"Brandenburg",2004,9.03772569444445,7.5575
"Brandenburg",2005,9.20054347826087,6.25260869565217
"Brandenburg",2006,9.66113320707071,5.69054347826087
"Brandenburg",2007,10.2468402777778,9.06479166666667
"Brandenburg",2008,9.97353851010101,7.97229166666667
"Brandenburg",2009,9.358125,7.878125
"Brandenburg",2010,7.94674873737374,5.90885416666667
"Brandenburg",2011,9.8821875,7.5595652173913
"Brandenburg",2012,9.26555555555556,7.08104166666667
"Brandenburg",2013,9.07207386363636,5.18958333333333
"Brandenburg",2014,10.5428882575758,8.93770833333333
"Brandenburg",2015,10.2498263888889,6.98916666666667
"Brandenburg",2016,9.88892361111111,7.86510416666667
"Brandenburg",2017,9.81809027777778,7.758125
"Brandenburg",2018,10.7546527777778,7.3828125
"Brandenburg",2019,10.6732228535354,8.1828125
"Bremen",1851,8.71666666666667,6.15
"Bremen",1852,9.45833333333333,6
"Bremen",1853,7.79166666666667,3.775
"Bremen",1854,9.14166666666667,7.075
"Bremen",1855,7.15833333333333,2.85
"Bremen",1856,8.13333333333333,5.6
"Bremen",1857,9.21666666666667,6.1
"Bremen",1858,7.39166666666667,3.775
"Bremen",1859,9.84166666666667,8.05
"Bremen",1860,7.88333333333333,5.5
"Bremen",1861,9.16666666666667,7.1
"Bremen",1862,9.45833333333333,8.325
"Bremen",1863,9.66666666666667,7.725
"Bremen",1864,7.58333333333333,5.9
"Bremen",1865,9.15833333333333,5.95
"Bremen",1866,9.63333333333333,7.275
"Bremen",1867,9,6.8
"Bremen",1868,10.5,8.75
"Bremen",1869,9.18333333333333,7.95
"Bremen",1870,8.04166666666667,5.275
"Bremen",1871,7.03333333333333,5.075
"Bremen",1872,9.55833333333333,7.4
"Bremen",1873,8.975,5.3
"Bremen",1874,8.475,5.9
"Bremen",1875,8.25833333333333,4.775
"Bremen",1876,8.54166666666667,5.9
"Bremen",1877,9.06666666666667,5.9
"Bremen",1878,9.60833333333333,8
"Bremen",1879,7.59166666666667,4.9
"Bremen",1880,9.11666666666667,6.85
"Bremen",1881,7.775,5.025
"Bremen",1882,9.275,7.775
"Bremen",1883,8.625,5.475
"Bremen",1884,9.4,7.125
"Bremen",1885,8.19166666666667,6.8
"Bremen",1886,8.30833333333333,4.75
"Bremen",1887,7.775,5.15
"Bremen",1888,7.25,3.9
"Bremen",1889,8.325,6.475
"Bremen",1890,8,6.2775
"Bremen",1891,8.03666666666667,5.5
"Bremen",1892,7.755,5.375
"Bremen",1893,8.41583333333333,7.095
"Bremen",1894,8.685,7.5775
"Bremen",1895,7.87666666666667,5.1075
"Bremen",1896,8.69333333333333,6.42
"Bremen",1897,8.77833333333333,6.6625
"Bremen",1898,9.38166666666667,6.285
"Bremen",1899,9.10833333333333,6.46
"Bremen",1900,9.3,5.6675
"Bremen",1901,8.6475,5.7425
"Bremen",1902,7.9675,5.0325
"Bremen",1903,9.54,8.0275
"Bremen",1904,9.29083333333333,7.1125
"Bremen",1905,8.99416666666667,6.8225
"Bremen",1906,9.555,7.115
"Bremen",1907,8.79166666666667,6.3025
"Bremen",1908,8.695,6.6025
"Bremen",1909,8.29416666666667,5.41
"Bremen",1910,9.6725,7.7025
"Bremen",1911,10.1025,7.74
"Bremen",1912,9.095,7.615
"Bremen",1913,9.50625,7.765
"Bremen",1914,9.84583333333333,8.12625
"Bremen",1915,8.36083333333333,5.9525
"Bremen",1916,8.88916666666667,6.5075
"Bremen",1917,8.43041666666667,4.39375
"Bremen",1918,9.27958333333333,7.69625
"Bremen",1919,7.79458333333333,5.6075
"Bremen",1920,9.30208333333333,8.7075
"Bremen",1921,9.93375,8.375
"Bremen",1922,7.86291666666667,5.8225
"Bremen",1923,8.34625,5.98875
"Bremen",1924,8.42125,5.36875
"Bremen",1925,9.35333333333333,7.86125
"Bremen",1926,9.58166666666667,7.6075
"Bremen",1927,8.74125,6.8125
"Bremen",1928,9.025,6.5575
"Bremen",1929,7.96791666666667,3.2025
"Bremen",1930,9.5575,6.3125
"Bremen",1931,8.72291666666667,5.94875
"Bremen",1932,9.55791666666667,6.07875
"Bremen",1933,8.90333333333333,7
"Bremen",1934,10.4266666666667,8.04375
"Bremen",1935,9.5325,6.78875
"Bremen",1936,9.04458333333333,5.97375
"Bremen",1937,9.08875,7.27375
"Bremen",1938,9.60041666666667,7.0525
"Bremen",1939,9.18333333333333,6.69875
"Bremen",1940,7.26916666666667,4.82375
"Bremen",1941,7.94083333333333,4.815
"Bremen",1942,7.81916666666667,4.16
"Bremen",1943,9.44666666666667,8.41
"Bremen",1944,9.14833333333333,6.23
"Bremen",1945,1.605,5.18
"Bremen",1946,7.67944444444444,7.79125
"Bremen",1947,8.29694444444444,4.9225
"Bremen",1948,10.3166666666667,8.40083333333333
"Bremen",1949,9.76770833333333,7.3575
"Bremen",1950,9.10229166666667,7.4475
"Bremen",1951,9.20479166666667,5.888125
"Bremen",1952,8.25875,6.76
"Bremen",1953,9.62354166666667,6.82875
"Bremen",1954,8.33854166666667,5.04375
"Bremen",1955,8.304375,4.234375
"Bremen",1956,7.64833333333333,3.52875
"Bremen",1957,9.30604166666667,7.210625
"Bremen",1958,8.10979166666667,5.161875
"Bremen",1959,9.51972222222222,7.14
"Bremen",1960,8.91395833333333,6.49916666666667
"Bremen",1961,9.38027777777778,8.135
"Bremen",1962,7.76125,5.21375
"Bremen",1963,7.67708333333333,4.75875
"Bremen",1964,8.65583333333333,6.3975
"Bremen",1965,8.20083333333333,5.77375
"Bremen",1966,8.89583333333333,6.67
"Bremen",1967,9.77208333333333,7.63
"Bremen",1968,9.09291666666667,6.86625
"Bremen",1969,8.61958333333333,4.7875
"Bremen",1970,8.46416666666667,4.87125
"Bremen",1971,9.41666666666667,6.88
"Bremen",1972,8.79125,7.02
"Bremen",1973,9.3575,6.745
"Bremen",1974,9.80041666666667,7.79
"Bremen",1975,9.99375,6.43625
"Bremen",1976,9.38458333333333,6.06625
"Bremen",1977,9.57083333333333,7.28625
"Bremen",1978,8.6125,6.1875
"Bremen",1979,7.85291666666667,4.925
"Bremen",1980,8.4775,6.05
"Bremen",1981,8.8375,7.6175
"Bremen",1982,9.48458333333333,6.41125
"Bremen",1983,9.77375,6.4125
"Bremen",1984,8.78208333333333,5.8
"Bremen",1985,8.00625,5.71875
"Bremen",1986,8.59291666666667,4.82
"Bremen",1987,8.02625,5.145
"Bremen",1988,9.80416666666667,7.5225
"Bremen",1989,10.2454166666667,8.29125
"Bremen",1990,10.37125,9.18875
"Bremen",1991,9.15041666666667,6.0325
"Bremen",1992,10.23375,8.38125
"Bremen",1993,8.92416666666667,7.8425
"Bremen",1994,10.0604166666667,6.765
"Bremen",1995,9.67791666666667,7.5125
"Bremen",1996,7.87666666666667,4.9675
"Bremen",1997,9.67583333333333,7.6625
"Bremen",1998,9.66208333333333,8.84625
"Bremen",1999,10.535,7.97625
"Bremen",2000,10.50125,9.09125
"Bremen",2001,9.61666666666667,6.86125
"Bremen",2002,10.2020833333333,8.72375
"Bremen",2003,9.865,6.98125
"Bremen",2004,9.89,7.81875
"Bremen",2005,10.015,7.025
"Bremen",2006,10.5066666666667,6.2475
"Bremen",2007,10.73125,9.37875
"Bremen",2008,10.275,8.23625
"Bremen",2009,10.0516666666667,8.4775
"Bremen",2010,8.42333333333333,6.02125
"Bremen",2011,10.1791666666667,8.155
"Bremen",2012,9.69041666666667,7.4075
"Bremen",2013,9.31791666666667,5.17875
"Bremen",2014,11.1341666666667,9.305
"Bremen",2015,10.36875,7.1225
"Bremen",2016,10.0825,6.00875
"Bremen",2017,10.2125,8.175
"Bremen",2018,11.0591666666667,7.915
"Bremen",2019,10.9845833333333,8.6025
"Hamburg",1881,7.23333333333333,4.375
"Hamburg",1882,8.8,7.325
"Hamburg",1883,8.33333333333333,5.125
"Hamburg",1884,9.06666666666667,6.775
"Hamburg",1885,7.79166666666667,6.2
"Hamburg",1886,8.05,4.575
"Hamburg",1887,7.53333333333333,5
"Hamburg",1888,7.01666666666667,3.475
"Hamburg",1889,7.925,5.525
"Hamburg",1890,7.86666666666667,6
"Hamburg",1892,7.57166666666667,5.32
"Hamburg",1893,8.345,6.8125
"Hamburg",1894,8.82333333333333,7.65
"Hamburg",1895,7.91166666666667,4.88
"Hamburg",1896,8.35833333333333,6.11
"Hamburg",1897,8.38583333333333,6.07
"Hamburg",1898,8.92833333333333,5.8
"Hamburg",1899,8.75583333333333,6.2475
"Hamburg",1900,8.81833333333333,5.09
"Hamburg",1901,8.30666666666667,5.255
"Hamburg",1902,7.4625,4.4625
"Hamburg",1903,8.92083333333333,7.37
"Hamburg",1904,8.69916666666667,6.3275
"Hamburg",1905,8.52333333333333,6.4425
"Hamburg",1906,9.07833333333333,6.68
"Hamburg",1907,8.2775,5.615
"Hamburg",1908,8.37,6.2
"Hamburg",1909,7.95666666666667,4.6975
"Hamburg",1910,9.42833333333333,7.3975
"Hamburg",1911,9.885,7.475
"Hamburg",1912,8.30666666666667,6.52625
"Hamburg",1913,9.17583333333333,7.5275
"Hamburg",1914,9.5175,7.80625
"Hamburg",1915,8.0175,5.595
"Hamburg",1916,8.49416666666667,6.17125
"Hamburg",1917,8.00875,3.9525
"Hamburg",1918,8.79208333333333,7.26875
"Hamburg",1919,7.4775,5.44875
"Hamburg",1920,8.88708333333333,8.39
"Hamburg",1921,9.45083333333333,7.99875
"Hamburg",1922,7.79816666666667,5.37875
"Hamburg",1923,7.95583333333333,5.74875
"Hamburg",1924,7.87625,4.78625
"Hamburg",1925,8.81,7.34125
"Hamburg",1926,9.03875,7.16375
"Hamburg",1927,8.26458333333333,6.2975
"Hamburg",1928,8.44625,6.2125
"Hamburg",1929,5.461875,0.9475
"Hamburg",1930,9.72558333333333,6.93583333333333
"Hamburg",1931,8.2425,5.7675
"Hamburg",1932,9.24083333333333,5.79625
"Hamburg",1933,8.65708333333333,6.8325
"Hamburg",1934,10.2545833333333,8.075
"Hamburg",1935,9.03791666666667,6.45125
"Hamburg",1936,8.56291666666667,5.43625
"Hamburg",1937,9.14611111111111,6.91125
"Hamburg",1938,9.22416666666667,6.6225
"Hamburg",1939,8.79555555555556,6.2525
"Hamburg",1940,6.65944444444444,3.90416666666667
"Hamburg",1941,7.29277777777778,4.1075
"Hamburg",1942,7.24777777777778,3.29833333333333
"Hamburg",1943,9.1125,8.07166666666667
"Hamburg",1944,8.73944444444444,5.62666666666667
"Hamburg",1945,9.28083333333333,8.12333333333333
"Hamburg",1946,8.57361111111111,7.28833333333333
"Hamburg",1947,8.389375,4.355
"Hamburg",1948,9.376875,7.341875
"Hamburg",1949,9.58375,7.02
"Hamburg",1950,8.956875,7.301875
"Hamburg",1951,9.123,5.824
"Hamburg",1952,8.1635,6.811
"Hamburg",1953,9.56716666666667,6.977
"Hamburg",1954,8.098,4.753
"Hamburg",1955,8.54283333333333,3.9375
"Hamburg",1956,7.517,3.4875
"Hamburg",1957,9.47578703703704,7.34333333333333
"Hamburg",1958,8.62083333333333,5.10083333333333
"Hamburg",1959,9.65097222222222,7.52541666666667
"Hamburg",1960,8.87680555555556,6.31583333333333
"Hamburg",1961,9.36,8.2235
"Hamburg",1962,8.22018518518519,5.875
"Hamburg",1963,7.72116666666667,4.692
